Contributors,Currency,Age,Relationship,Children,Additional Children,Amount to retire,FI rate,Retire age,Wage
2,Euros (EUR),31-35,Married,2.0,0.0,1100000.0,50.0,46-50,88000.0
2,United States Dollars (USD),36-40,Married,,,1000000.0,15.0,56-60,82600.0
1,United States Dollars (USD),36-40,"Single, never married",,,2500000.0,45.0,51-55,89000.0
1,United States Dollars (USD),21-25,"Single, never married",,,600000.0,50.0,26-30,102000.0
1,United States Dollars (USD),26-30,"In a relationship, but not married",,,,,,
1,United States Dollars (USD),26-30,"Single, never married",,,,,,
2,United States Dollars (USD),36-40,Married,,,,,,
1,United States Dollars (USD),46-50,"Single, never married",,,,,,
1,United States Dollars (USD),31-35,"Single, never married",,,,,,
2,United States Dollars (USD),41-45,Married,,,,,46-50,280000.0
2,United States Dollars (USD),36-40,"In a relationship, but not married",,,3000000.0,40.0,46-50,425000.0
1,United States Dollars (USD),36-40,"Single, never married",,,,,,
2,United States Dollars (USD),31-35,Married,1.0,2.0,7500000.0,10.0,61-65,175000.0
2,United States Dollars (USD),36-40,Married,2.0,0.0,3500000.0,31.0,46-50,307000.0
2,United States Dollars (USD),51-55,Married,4.0,0.0,3000000.0,60.0,61-65,340000.0
2,United States Dollars (USD),31-35,Married,,3.0,2000000.0,24.0,41-45,490000.0
1,United States Dollars (USD),<20,"Single, never married",,,,,,
2,United States Dollars (USD),61-65,Married,3.0,0.0,3000000.0,67.0,66-70,125000.0
1,United States Dollars (USD),31-35,"In a relationship, but not married",,,1600000.0,40.0,41-45,235000.0
2,United States Dollars (USD),41-45,Married,1.0,,,,,
1,United States Dollars (USD),66-70,Married,2.0,0.0,,,,14000.0
1,United States Dollars (USD),21-25,"Single, never married",,,1000000.0,2.5,51-55,45000.0
2,United States Dollars (USD),36-40,"In a relationship, but not married",,,2500000.0,90.0,41-45,270000.0
1,United States Dollars (USD),31-35,"Single, never married",,,1200000.0,23.0,41-45,80000.0
1,United States Dollars (USD),41-45,Married,2.0,0.0,,,51-55,90000.0
2,United States Dollars (USD),36-40,Married,1.0,1.0,9000000.0,17.0,61-65,205000.0
2,United States Dollars (USD),26-30,Married,,2.0,3500000.0,12.9,46-50,202584.0
2,United States Dollars (USD),31-35,Married,,2.0,,,56-60,225000.0
2,United States Dollars (USD),31-35,Married,1.0,0.0,1500000.0,25.0,46-50,240000.0
1,United States Dollars (USD),26-30,"In a relationship, but not married",,,800000.0,45.0,36-40,144990.0
2,United States Dollars (USD),36-40,Married,,,1250000.0,75.0,41-45,135000.0
2,United States Dollars (USD),36-40,Married,,,1300000.0,70.0,41-45,180000.0
2,United States Dollars (USD),31-35,Divorced - Remarried,,2.0,2000000.0,6.25,51-55,132000.0
2,United States Dollars (USD),41-45,Married,3.0,0.0,,,51-55,
1,United States Dollars (USD),31-35,"Single, never married",,,1000000.0,88.0,36-40,140000.0
1,United States Dollars (USD),26-30,"In a relationship, but not married",,,,,,
2,United States Dollars (USD),51-55,Married,2.0,0.0,,,,
1,United States Dollars (USD),26-30,"In a relationship, but not married",,,1200000.0,30.0,36-40,110000.0
1,United States Dollars (USD),41-45,"Single, never married",,,,,51-55,195000.0
2,United States Dollars (USD),31-35,Married,,,2000000.0,20.0,51-55,205000.0
2,United States Dollars (USD),41-45,Married,3.0,0.0,,,51-55,180000.0
1,United States Dollars (USD),31-35,Married,,2.0,1700000.0,53.0,36-40,90000.0
1,United States Dollars (USD),46-50,Divorced,1.0,0.0,,,,
1,United States Dollars (USD),31-35,"In a relationship, but not married",,,,,,
2,Canadian Dollars (CAD),36-40,Married,,,,,,
1,United States Dollars (USD),36-40,"Single, never married",,,,,36-40,
2,United States Dollars (USD),31-35,Married,,,3000000.0,30.0,51-55,275000.0
2,United States Dollars (USD),46-50,Married,,,1500000.0,66.0,56-60,110000.0
1,United States Dollars (USD),26-30,"In a relationship, but not married",,,4600000.0,32.8,41-45,438000.0
2,United States Dollars (USD),46-50,Divorced - Remarried,1.0,0.0,,,51-55,400000.0
1,United States Dollars (USD),36-40,"Single, never married",,,,,41-45,630000.0
2,United States Dollars (USD),36-40,Married,,3.0,,,41-45,241000.0
1,United States Dollars (USD),26-30,"In a relationship, but not married",,,,,,
1,United States Dollars (USD),31-35,"Single, never married",,,,,,
1,United States Dollars (USD),31-35,"Single, never married",,2.0,,,,
2,United States Dollars (USD),51-55,Married,2.0,0.0,,,51-55,
1,United States Dollars (USD),46-50,"Single, never married",,,,,46-50,105000.0
1,United States Dollars (USD),26-30,"In a relationship, but not married",,,2000000.0,20.0,51-55,
1,United States Dollars (USD),26-30,"Single, never married",,,1400000.0,10.0,41-45,
2,United States Dollars (USD),36-40,Married,2.0,0.0,3500009.0,60.0,41-45,378000.0
2,United States Dollars (USD),31-35,Married,,2.0,6250000.0,17.0,51-55,290000.0
1,United States Dollars (USD),36-40,Married,,,900000.0,60.0,46-50,95000.0
1,United States Dollars (USD),31-35,"In a relationship, but not married",,,2500000.0,14.9,51-55,184721.0
2,United States Dollars (USD),31-35,Married,2.0,0.0,,,,
1,United States Dollars (USD),31-35,"In a relationship, but not married",,,2000000.0,22.5,46-50,108000.0
2,United States Dollars (USD),36-40,Married,2.0,0.0,2750000.0,48.0,41-45,371984.0
2,United States Dollars (USD),36-40,Married,3.0,0.0,,,,
2,United States Dollars (USD),36-40,Married,3.0,0.0,1000000.0,10.0,51-55,135000.0
1,United States Dollars (USD),46-50,Married,4.0,0.0,,,,
1,United States Dollars (USD),36-40,Married,2.0,1.0,,,46-50,120000.0
2,United States Dollars (USD),26-30,Married,,2.0,,,,
1,United States Dollars (USD),41-45,Married,,,3000000.0,60.0,46-50,285000.0
2,United States Dollars (USD),26-30,Married,,2.0,2500000.0,15.0,46-50,
1,United States Dollars (USD),41-45,"Single, never married",,,,,41-45,185000.0
1,United States Dollars (USD),26-30,"In a relationship, but not married",,2.0,,,,
2,United States Dollars (USD),31-35,Married,,,,,,
1,United States Dollars (USD),26-30,"Single, never married",,,,,,
1,United States Dollars (USD),46-50,Married,2.0,0.0,1600000.0,30.0,61-65,100000.0
1,United States Dollars (USD),26-30,"Single, never married",,,4000000.0,50.0,36-40,140000.0
1,United States Dollars (USD),36-40,Married,2.0,0.0,2000000.0,49.0,41-45,200000.0
2,United States Dollars (USD),31-35,Married,,,2500000.0,25.0,41-45,
2,Canadian Dollars (CAD),51-55,Married,,,,,,
2,United States Dollars (USD),41-45,Married,2.0,0.0,5000000.0,50.0,51-55,500000.0
2,United States Dollars (USD),51-55,Married,,,3000000.0,30.0,56-60,200000.0
1,Australian Dollars (AUD),31-35,"In a relationship, but not married",,,1750000.0,40.0,46-50,100800.0
2,United States Dollars (USD),36-40,Married,2.0,0.0,2500000.0,70.0,41-45,250000.0
1,United States Dollars (USD),36-40,Married,,,,,46-50,240000.0
2,United States Dollars (USD),36-40,Married,3.0,0.0,2500000.0,60.0,51-55,360000.0
2,United States Dollars (USD),46-50,Married,2.0,0.0,,75.0,51-55,
2,United States Dollars (USD),31-35,Married,1.0,1.0,,,,
1,United States Dollars (USD),26-30,"In a relationship, but not married",,,800000.0,10.0,41-45,72000.0
2,United States Dollars (USD),36-40,Married,1.0,1.0,,,,
2,United States Dollars (USD),26-30,Married,2.0,0.0,2000000.0,6.0,51-55,160000.0
2,United States Dollars (USD),26-30,Married,3.0,0.0,1050000.0,62.8,36-40,100000.0
1,United States Dollars (USD),41-45,"Single, never married",,1.0,,,,
1,United States Dollars (USD),41-45,"Single, never married",,1.0,,,41-45,
2,United States Dollars (USD),51-55,Married,1.0,0.0,1800000.0,35.0,61-65,190000.0
2,Australian Dollars (AUD),36-40,Married,2.0,0.0,,,,
1,United States Dollars (USD),26-30,"In a relationship, but not married",,,1500000.0,33.0,31-35,196200.0
2,United States Dollars (USD),,,,,,,,
1,United States Dollars (USD),31-35,Married,,,,,41-45,122400.0
2,United States Dollars (USD),36-40,"In a relationship, but not married",,,2000000.0,12.0,51-55,
2,Australian Dollars (AUD),36-40,Married,2.0,0.0,1225000.0,35.0,46-50,140000.0
2,United States Dollars (USD),26-30,Married,2.0,0.0,2100000.0,10.0,51-55,92500.0
2,United States Dollars (USD),36-40,Married,1.0,0.0,,,,
2,United States Dollars (USD),31-35,Married,,2.0,10000000.0,30.0,41-45,500000.0
1,United States Dollars (USD),36-40,"Single, never married",,,800000.0,43.3,51-55,121000.0
2,United States Dollars (USD),36-40,Married,,,,,,
2,United States Dollars (USD),41-45,Married,1.0,0.0,,,,
1,United States Dollars (USD),36-40,"Single, never married",,,900000.0,32.0,41-45,
2,United States Dollars (USD),36-40,Married,,,,,,
2,United States Dollars (USD),26-30,Married,,,3000000.0,10.0,51-55,104000.0
1,United States Dollars (USD),31-35,Married,1.0,1.0,1200000.0,17.0,46-50,115000.0
1,United States Dollars (USD),31-35,"Single, never married",,,2100000.0,8.0,51-55,95000.0
1,United States Dollars (USD),31-35,"Single, never married",,3.0,1000000.0,30.0,41-45,
2,United States Dollars (USD),36-40,Married,,,3000000.0,66.0,41-45,250000.0
2,United States Dollars (USD),31-35,Married,3.0,1.0,,,,
2,United States Dollars (USD),31-35,Married,,2.0,2500000.0,21.0,41-45,
1,Euros (EUR),26-30,Married,1.0,2.0,1100000.0,30.0,31-35,
1,United States Dollars (USD),31-35,"Single, never married",,,,,,
1,United States Dollars (USD),26-30,"In a relationship, but not married",,,,,,
1,United States Dollars (USD),26-30,"In a relationship, but not married",,,1250000.0,24.0,41-45,116000.0
2,United States Dollars (USD),31-35,Married,,,2500000.0,70.0,36-40,420000.0
1,United States Dollars (USD),26-30,Married,,1.0,2500000.0,11.0,46-50,
2,United States Dollars (USD),41-45,Married,,,10000000.0,95.0,46-50,800000.0
1,United States Dollars (USD),36-40,"Single, never married",,2.0,,,,
1,United States Dollars (USD),36-40,"Single, never married",,2.0,3000000.0,35.0,46-50,250000.0
2,United States Dollars (USD),31-35,Married,1.0,1.0,5000000.0,10.0,56-60,260000.0
1,United States Dollars (USD),26-30,"Single, never married",,,2500000.0,15.0,36-40,110000.0
2,United States Dollars (USD),36-40,Married,,,,,,
2,United States Dollars (USD),26-30,"In a relationship, but not married",,,2500000.0,25.0,36-40,420000.0
2,United States Dollars (USD),46-50,Married,,,,,46-50,384464.0
1,United States Dollars (USD),21-25,"Single, never married",,,2500000.0,5.0,36-40,107000.0
1,United States Dollars (USD),31-35,"Single, never married",,,,,,
1,United States Dollars (USD),26-30,"Single, never married",,3.0,,,,
1,United States Dollars (USD),26-30,"Single, never married",,,,,,
2,United States Dollars (USD),,,,,,,,
1,United States Dollars (USD),31-35,"In a relationship, but not married",,2.0,350000.0,4.6,51-55,40600.0
2,Canadian Dollars (CAD),31-35,Married,1.0,0.0,3000000.0,25.0,41-45,
1,Euros (EUR),36-40,Married,,,,,,
2,Canadian Dollars (CAD),36-40,Married,2.0,0.0,7500000.0,30.0,46-50,255000.0
1,United States Dollars (USD),31-35,"In a relationship, but not married",,,,,,
1,United States Dollars (USD),31-35,"In a relationship, but not married",,,1750000.0,31.0,41-45,
1,United States Dollars (USD),31-35,"Single, never married",,,1500000.0,95.0,51-55,196000.0
1,United States Dollars (USD),31-35,"In a relationship, but not married",,,,,,
1,United States Dollars (USD),31-35,"In a relationship, but not married",,,,,,
1,United States Dollars (USD),31-35,"In a relationship, but not married",,,2000000.0,18.0,41-45,177900.0
2,United States Dollars (USD),31-35,Married,1.0,1.0,2200000.0,65.0,36-40,400000.0
1,Euros (EUR),31-35,"Single, never married",,,110000.00000000001,6.0,56-60,67100.0
2,United States Dollars (USD),46-50,Married,,,,,,
2,United States Dollars (USD),36-40,Married,1.0,0.0,,,,
1,United States Dollars (USD),36-40,"In a relationship, but not married",,,1000000.0,28.0,51-55,163000.0
2,United States Dollars (USD),41-45,Married,,,3000000.0,66.0,61-65,300000.0
1,United States Dollars (USD),31-35,"Single, never married",,,,,,
1,United States Dollars (USD),26-30,Married,,,,,,
1,United States Dollars (USD),26-30,Married,,,2500000.0,7.0,56-60,110000.0
2,United States Dollars (USD),36-40,Married,,,,,,
2,Euros (EUR),31-35,Married,,2.0,1100000.0,10.0,41-45,198000.00000000003
2,United States Dollars (USD),41-45,Married,,,2500000.0,66.0,46-50,286500.0
1,United States Dollars (USD),31-35,"Single, never married",,,3000000.0,30.0,46-50,
2,United States Dollars (USD),,Married,,,4000000.0,25.0,41-45,500000.0
2,United States Dollars (USD),31-35,Married,1.0,1.0,5000000.0,60.0,51-55,400000.0
2,Canadian Dollars (CAD),26-30,Married,,2.0,1500000.0,6.0,46-50,93750.0
2,United States Dollars (USD),36-40,Married,,,1250000.0,78.0,36-40,229130.0
2,United States Dollars (USD),51-55,Married,1.0,0.0,,,51-55,195000.0
1,United States Dollars (USD),36-40,"Single, never married",,,,,46-50,20000.0
2,United States Dollars (USD),26-30,Married,,2.0,2000000.0,5.0,46-50,186000.0
2,United States Dollars (USD),26-30,Married,,,2750000.0,15.0,36-40,145687.0
2,United States Dollars (USD),26-30,Married,,2.0,,,36-40,250000.0
2,United States Dollars (USD),21-25,Married,1.0,2.0,,,,
1,Canadian Dollars (CAD),31-35,Married,2.0,0.0,1125000.0,10.0,41-45,93750.0
2,United States Dollars (USD),26-30,Married,1.0,1.0,130000.0,8.0,51-55,179925.0
2,United States Dollars (USD),31-35,Married,,2.0,10000000.0,15.0,56-60,345000.0
2,United States Dollars (USD),31-35,Married,,,1200000.0,58.0,Undecided,
1,United States Dollars (USD),26-30,"In a relationship, but not married",,3.0,3000000.0,63.3,41-45,425000.0
1,United States Dollars (USD),26-30,"Single, never married",,,,,,
1,Canadian Dollars (CAD),31-35,"Single, never married",,2.0,525000.0,84.0,36-40,92250.0
2,United States Dollars (USD),31-35,Married,2.0,0.0,1000000.0,10.0,56-60,235000.0
1,United States Dollars (USD),46-50,Married,2.0,0.0,3000000.0,72.0,51-55,450000.0
2,United States Dollars (USD),21-25,Married,,3.0,2500000.0,10.0,Undecided,160000.0
2,United States Dollars (USD),31-35,Married,1.0,1.0,10000000.0,37.0,51-55,400000.0
2,United States Dollars (USD),31-35,Married,,,2000000.0,5.0,51-55,183000.0
2,United States Dollars (USD),56-60,Married,1.0,0.0,,,,
1,United States Dollars (USD),36-40,"Single, never married",,,1500000.0,66.0,46-50,155000.0
1,United States Dollars (USD),31-35,"In a relationship, but not married",,4.0,1030000.0,56.0,36-40,161300.0
2,United States Dollars (USD),31-35,Married,,,2000000.0,74.0,36-40,343000.0
2,United States Dollars (USD),36-40,Married,2.0,0.0,5000000.0,59.0,46-50,4497.0
2,Canadian Dollars (CAD),51-55,Married,1.0,0.0,,,,450000.0
2,United States Dollars (USD),41-45,Divorced - Remarried,2.0,2.0,18000000.0,30.0,51-55,200000.0
1,United States Dollars (USD),31-35,Married,,,1500000.0,35.0,36-40,125000.0
1,United States Dollars (USD),31-35,"Single, never married",,,1750000.0,35.0,36-40,187000.0
1,United States Dollars (USD),26-30,"In a relationship, but not married",,3.0,4000000.0,8.9,46-50,180000.0
2,United States Dollars (USD),51-55,Married,3.0,0.0,900000.0,75.0,61-65,150000.0
1,United States Dollars (USD),36-40,"Single, never married",,,1500000.0,70.0,51-55,173000.0
1,United States Dollars (USD),26-30,"Single, never married",,,1500000.0,25.0,36-40,250000.0
2,Canadian Dollars (CAD),31-35,Married,2.0,0.0,3750000.0,40.0,51-55,
1,United States Dollars (USD),26-30,Married,2.0,,1500000.0,10.0,Undecided,72000.0
1,United States Dollars (USD),41-45,"Divorced - In a relationship, but not married",,,1200000.0,75.0,46-50,125000.0
1,United States Dollars (USD),51-55,"Single, never married",,,3500000.0,80.0,51-55,325000.0
1,United States Dollars (USD),26-30,"Single, never married",,,,6.5,41-45,
2,United States Dollars (USD),41-45,Married,,,,,46-50,320000.0
2,Canadian Dollars (CAD),31-35,Married,3.0,0.0,1125000.0,66.0,41-45,154500.0
1,United States Dollars (USD),46-50,Married,1.0,0.0,,,,
1,United States Dollars (USD),46-50,Married,1.0,0.0,3000000.0,66.0,51-55,
2,United States Dollars (USD),31-35,Married,2.0,0.0,8000000.0,50.0,Undecided,
2,United States Dollars (USD),36-40,Married,,2.0,3000000.0,35.0,56-60,195000.0
1,United States Dollars (USD),31-35,Divorced,,,1500000.0,0.07,61-65,106000.0
1,United States Dollars (USD),36-40,"In a relationship, but not married",,,2000000.0,17.7,51-55,115000.0
1,United States Dollars (USD),26-30,"In a relationship, but not married",,2.0,,,,
1,United States Dollars (USD),46-50,Married,,,,,,200000.0
1,United States Dollars (USD),36-40,"Single, never married",,,1800000.0,22.0,46-50,
1,United States Dollars (USD),26-30,"Single, never married",,,2000000.0,25.0,36-40,127000.0
1,United States Dollars (USD),36-40,Divorced,,,,,36-40,195000.0
2,United States Dollars (USD),41-45,Married,2.0,0.0,2800000.0,45.0,51-55,
1,United States Dollars (USD),21-25,"In a relationship, but not married",,3.0,4000000.0,2.0,46-50,100000.0
1,United States Dollars (USD),21-25,"In a relationship, but not married",,,1300000.0,18.0,36-40,200000.0
1,United States Dollars (USD),26-30,"In a relationship, but not married",,2.0,500000.0,60.0,51-55,75000.0
1,United States Dollars (USD),21-25,"Single, never married",,2.0,2000000.0,25.0,Undecided,
1,United States Dollars (USD),31-35,"Single, never married",,,,,41-45,224000.0
1,United States Dollars (USD),31-35,"In a relationship, but not married",,,1600000.0,41.0,41-45,118150.0
2,Canadian Dollars (CAD),36-40,Married,2.0,3.0,1050000.0,40.0,51-55,129937.5
2,United States Dollars (USD),31-35,Married,1.0,1.0,2500000.0,50.0,56-60,160000.0
2,United States Dollars (USD),46-50,Married,3.0,0.0,,,,
1,United States Dollars (USD),51-55,Married,4.0,,3500000.0,50.0,61-65,
2,United States Dollars (USD),41-45,"In a relationship, but not married",,1.0,,,41-45,620000.0
1,United States Dollars (USD),31-35,"In a relationship, but not married",,,1500000.0,15.0,56-60,
2,United States Dollars (USD),26-30,"In a relationship, but not married",,,1000000.0,40.0,36-40,156000.0
2,United States Dollars (USD),46-50,Married,1.0,0.0,,,51-55,4000.0
2,United States Dollars (USD),26-30,Married,,,,,,
2,United States Dollars (USD),51-55,Married,1.0,0.0,,,,
2,United States Dollars (USD),,,,,,,,
1,United States Dollars (USD),36-40,"Single, never married",,,,,,
2,United States Dollars (USD),41-45,Married,3.0,0.0,5000000.0,40.0,51-55,630000.0
1,United States Dollars (USD),41-45,"Single, never married",,,1500000.0,30.0,51-55,185000.0
1,United States Dollars (USD),26-30,"Single, never married",,,2000000.0,23.0,41-45,134026.0
1,United States Dollars (USD),31-35,Married,4.0,0.0,,,,
1,United States Dollars (USD),26-30,"Single, never married",,,,,,
1,United States Dollars (USD),21-25,"In a relationship, but not married",,2.0,2000000.0,21.0,36-40,155707.0
1,United States Dollars (USD),26-30,"In a relationship, but not married",,,,,Undecided,125000.0
1,Canadian Dollars (CAD),31-35,"Single, never married",,,,,,
2,United States Dollars (USD),36-40,Married,,2.0,2000000.0,27.0,51-55,189000.0
2,United States Dollars (USD),51-55,Married,2.0,0.0,,,,
2,United States Dollars (USD),41-45,Married,,2.0,3000000.0,70.0,46-50,300000.0
2,United States Dollars (USD),26-30,Married,,2.0,1500000.0,16.7,36-40,145262.0
2,United States Dollars (USD),36-40,Married,,,3700000.0,53.0,41-45,1079100.0
1,United States Dollars (USD),31-35,"Single, never married",,,1500000.0,50.0,41-45,265500.0
1,United States Dollars (USD),21-25,"Single, never married",,,,,,
2,United States Dollars (USD),31-35,Married,,3.0,800000.0,72.0,31-35,115000.0
1,United States Dollars (USD),36-40,"In a relationship, but not married",,,2500000.0,47.0,46-50,280000.0
2,United States Dollars (USD),46-50,Married,2.0,0.0,,,,
1,United States Dollars (USD),31-35,Married,1.0,0.0,,,,
1,United States Dollars (USD),26-30,"Single, never married",,,2000000.0,50.0,36-40,
1,United States Dollars (USD),36-40,Married,1.0,0.0,1200000.0,17.0,46-50,
2,United States Dollars (USD),46-50,Married,2.0,0.0,,,,
1,United States Dollars (USD),56-60,"Single, never married",,,,,56-60,150000.0
2,United States Dollars (USD),56-60,Married,3.0,0.0,,,61-65,250000.0
1,United States Dollars (USD),46-50,"Divorced - In a relationship, but not married",2.0,0.0,1250000.0,71.0,46-50,226000.0
1,United States Dollars (USD),41-45,"Single, never married",,,10000000.0,10.0,56-60,206000.0
2,United States Dollars (USD),26-30,Married,,3.0,2500000.0,40.0,36-40,314250.0
1,United States Dollars (USD),26-30,"Single, never married",,,1800000.0,33.0,36-40,138100.0
1,United States Dollars (USD),41-45,"Single, never married",,,,,,
1,United States Dollars (USD),41-45,"In a relationship, but not married",,,1200000.0,60.0,56-60,90000.0
1,United States Dollars (USD),26-30,"Single, never married",,,2000000.0,60.6,51-55,366178.0
1,United States Dollars (USD),21-25,"In a relationship, but not married",,2.0,7500000.0,5.3,51-55,100000.0
1,United States Dollars (USD),31-35,Divorced,2.0,0.0,2000000.0,15.0,51-55,138255.0
2,United States Dollars (USD),56-60,Married,,,1600000.0,55.0,71+,20000.0
2,United States Dollars (USD),36-40,Married,2.0,0.0,,,,
1,United States Dollars (USD),21-25,"In a relationship, but not married",,2.0,2000000.0,7.0,46-50,93500.0
2,British Pound Sterling (GBP),31-35,Married,1.0,1.0,650000.0,17.0,51-55,
1,United States Dollars (USD),46-50,Married,1.0,0.0,3500000.0,70.0,51-55,325000.0
2,United States Dollars (USD),36-40,Married,3.0,1.0,2500000.0,16.0,56-60,200000.0
2,United States Dollars (USD),31-35,"Divorced - In a relationship, but not married",,,,,,
2,United States Dollars (USD),41-45,Divorced - Remarried,,,,,,
1,United States Dollars (USD),51-55,"Divorced - In a relationship, but not married",3.0,0.0,,,51-55,180000.0
1,United States Dollars (USD),26-30,Divorced,1.0,0.0,1500000.0,19.0,51-55,80000.0
1,United States Dollars (USD),31-35,"In a relationship, but not married",,,950000.0,84.0,36-40,174526.0
2,United States Dollars (USD),36-40,Married,,1.0,2000000.0,20.0,51-55,198000.0
2,Canadian Dollars (CAD),26-30,"In a relationship, but not married",,,750000.0,40.0,36-40,
1,United States Dollars (USD),26-30,"In a relationship, but not married",,,1300000.0,21.0,36-40,84000.0
2,United States Dollars (USD),31-35,Married,,,2000000.0,0.4,46-50,160000.0
2,United States Dollars (USD),31-35,Married,,,2100000.0,23.0,46-50,
2,United States Dollars (USD),51-55,Married,,,,,,
1,United States Dollars (USD),26-30,"In a relationship, but not married",,2.0,2000000.0,14.0,46-50,125000.0
1,United States Dollars (USD),36-40,"Single, never married",,,1000000.0,63.0,41-45,168187.0
1,United States Dollars (USD),31-35,"Single, never married",,,1500000.0,39.0,46-50,170000.0
2,United States Dollars (USD),41-45,Married,,,,,46-50,162000.0
2,United States Dollars (USD),26-30,Married,1.0,3.0,3000000.0,47.0,36-40,450000.0
2,United States Dollars (USD),51-55,Married,,,1000000.0,65.0,56-60,112000.0
1,United States Dollars (USD),26-30,"Single, never married",,,1125000.0,15.3,46-50,
2,United States Dollars (USD),36-40,Married,2.0,0.0,,,51-55,260000.0
2,United States Dollars (USD),36-40,Married,2.0,0.0,4000000.0,55.0,51-55,400000.0
1,United States Dollars (USD),26-30,"In a relationship, but not married",,2.0,3000000.0,3.0,56-60,157000.0
1,United States Dollars (USD),21-25,"In a relationship, but not married",,2.0,2000000.0,0.25,51-55,78600.0
2,United States Dollars (USD),31-35,"In a relationship, but not married",,2.0,2500000.0,35.0,51-55,272488.0
1,United States Dollars (USD),26-30,"In a relationship, but not married",,2.0,2000000.0,4.0,41-45,130000.0
2,United States Dollars (USD),31-35,Married,1.0,0.0,2500000.0,37.0,46-50,131597.0
1,United States Dollars (USD),31-35,"Single, never married",,,,,41-45,439633.0
2,United States Dollars (USD),31-35,Married,,,,,,
2,United States Dollars (USD),31-35,Married,,,1800000.0,50.0,46-50,
1,United States Dollars (USD),31-35,"Single, never married",,,2000000.0,20.0,56-60,70000.0
1,United States Dollars (USD),26-30,"In a relationship, but not married",,2.0,3000000.0,4.0,56-60,140000.0
2,United States Dollars (USD),36-40,Married,1.0,0.0,,,41-45,216406.0
2,United States Dollars (USD),31-35,Married,,2.0,1200000.0,65.0,41-45,300000.0
2,United States Dollars (USD),26-30,"In a relationship, but not married",1.0,1.0,1428571.0,18.0,46-50,123650.0
1,United States Dollars (USD),36-40,Married,2.0,0.0,,,,
1,United States Dollars (USD),36-40,Married,3.0,0.0,2300000.0,48.0,41-45,186000.0
2,Canadian Dollars (CAD),51-55,"In a relationship, but not married",,,,,,
1,United States Dollars (USD),41-45,"Single, never married",,,,,46-50,168000.0
2,Australian Dollars (AUD),36-40,"In a relationship, but not married",,,210000.0,10.0,46-50,
1,United States Dollars (USD),26-30,"In a relationship, but not married",,1.0,1000000.0,21.0,46-50,45000.0
2,United States Dollars (USD),31-35,"In a relationship, but not married",,2.0,,,51-55,176000.0
2,United States Dollars (USD),31-35,Married,,2.0,1700000.0,100.0,46-50,110000.0
1,United States Dollars (USD),31-35,"In a relationship, but not married",,2.0,3000000.0,14.0,41-45,185500.0
1,United States Dollars (USD),31-35,"In a relationship, but not married",,2.0,5000000.0,50.0,41-45,500000.0
2,United States Dollars (USD),36-40,Married,,1.0,,,36-40,185000.0
1,Australian Dollars (AUD),26-30,"Single, never married",,4.0,700000.0,30.0,36-40,
1,United States Dollars (USD),21-25,"In a relationship, but not married",,,2200000.0,10.0,41-45,118500.0
2,United States Dollars (USD),36-40,Married,3.0,0.0,4000000.0,25.0,51-55,525000.0
2,Euros (EUR),31-35,Married,1.0,1.0,,,,
2,United States Dollars (USD),41-45,Married,1.0,0.0,,,46-50,15000.0
1,United States Dollars (USD),31-35,"Single, never married",,,600000.0,20.0,36-40,
1,United States Dollars (USD),36-40,Married,2.0,0.0,2750000.0,37.0,41-45,
1,United States Dollars (USD),36-40,Married,2.0,0.0,,,41-45,105000.0
2,Canadian Dollars (CAD),31-35,"In a relationship, but not married",2.0,0.0,750000.0,33.0,41-45,112500.0
1,United States Dollars (USD),21-25,"Single, never married",,,1600000.0,6.0,36-40,90635.0
1,United States Dollars (USD),31-35,"In a relationship, but not married",,,2500000.0,20.0,51-55,285000.0
1,United States Dollars (USD),26-30,"Single, never married",,5.0,,,,
1,United States Dollars (USD),26-30,"Single, never married",,5.0,2500000.0,12.0,46-50,88100.0
2,United States Dollars (USD),31-35,"In a relationship, but not married",,2.0,1500000.0,20.0,51-55,190000.0
1,United States Dollars (USD),31-35,Married,2.0,0.0,3000000.0,64.0,41-45,100771.0
1,United States Dollars (USD),41-45,"In a relationship, but not married",,,,,,
2,United States Dollars (USD),31-35,Married,,,1500000.0,29.0,46-50,
2,United States Dollars (USD),36-40,Married,2.0,0.0,2650000.0,29.0,51-55,200000.0
2,United States Dollars (USD),36-40,Married,1.0,0.0,2000000.0,60.0,46-50,
2,United States Dollars (USD),36-40,Married,1.0,1.0,2000000.0,45.0,51-55,
1,United States Dollars (USD),26-30,"In a relationship, but not married",,2.0,,,,
1,United States Dollars (USD),26-30,"In a relationship, but not married",,,,,,
1,United States Dollars (USD),21-25,"Single, never married",,2.0,,,,
1,United States Dollars (USD),21-25,"In a relationship, but not married",,,2000000.0,3.0,51-55,48000.0
1,United States Dollars (USD),26-30,"Single, never married",,,,,,
1,United States Dollars (USD),26-30,"In a relationship, but not married",,2.0,2500000.0,13.0,61-65,104000.0
2,United States Dollars (USD),31-35,Married,1.0,,2500000.0,4.0,46-50,
2,United States Dollars (USD),36-40,Married,2.0,0.0,6200000.0,73.0,41-45,1300000.0
1,United States Dollars (USD),31-35,Divorced,,,1250000.0,9.0,51-55,101650.0
2,United States Dollars (USD),31-35,"In a relationship, but not married",,2.0,,,,
1,United States Dollars (USD),26-30,"In a relationship, but not married",,,2000000.0,21.0,51-55,142000.0
2,Australian Dollars (AUD),31-35,"In a relationship, but not married",,3.0,2100000.0,50.0,41-45,420000.0
